Entity,Code,Year,Age,"Deaths from malignant neoplasms per 100,000 people in, both sexes"
Bosnia and Herzegovina,BIH,2011,70-74,695.8844
Bosnia and Herzegovina,BIH,2014,70-74,589.7629
Bosnia and Herzegovina,BIH,2016,70-74,714.55164
Bosnia and Herzegovina,BIH,2017,70-74,835.9025
Bosnia and Herzegovina,BIH,2018,70-74,853.16077
Bosnia and Herzegovina,BIH,2019,70-74,889.7128
Bosnia and Herzegovina,BIH,2020,70-74,871.5174
Bosnia and Herzegovina,BIH,2021,70-74,761.02563
Bosnia and Herzegovina,BIH,2022,70-74,753.74786
Brazil,BRA,1979,70-74,507.27588
Brazil,BRA,1980,70-74,520.0442
Brazil,BRA,1981,70-74,513.5077
Brazil,BRA,1982,70-74,525.00354
Brazil,BRA,1983,70-74,489.1767
Brazil,BRA,1984,70-74,491.2865
Brazil,BRA,1985,70-74,502.4734
Brazil,BRA,1986,70-74,494.1473
Brazil,BRA,1987,70-74,552.7419
Brazil,BRA,1988,70-74,557.85474
Brazil,BRA,1989,70-74,549.9552
Brazil,BRA,1990,70-74,556.6561
Brazil,BRA,1991,70-74,558.5656
Brazil,BRA,1992,70-74,580.33563
Brazil,BRA,1993,70-74,573.97577
Brazil,BRA,1994,70-74,573.6338
Brazil,BRA,1995,70-74,574.64026
Brazil,BRA,1996,70-74,580.3779
Brazil,BRA,1997,70-74,585.70844
Brazil,BRA,1998,70-74,579.7061
Brazil,BRA,1999,70-74,588.6269
Brazil,BRA,2000,70-74,595.9442
Brazil,BRA,2001,70-74,607.40546
Brazil,BRA,2002,70-74,606.9901
Brazil,BRA,2003,70-74,616.10864
Brazil,BRA,2004,70-74,625.9616
Brazil,BRA,2005,70-74,615.23126
Brazil,BRA,2006,70-74,617.91327
Brazil,BRA,2007,70-74,610.24884
Brazil,BRA,2008,70-74,604.79266
Brazil,BRA,2009,70-74,595.1266
Brazil,BRA,2010,70-74,598.1372
Brazil,BRA,2011,70-74,594.58777
Brazil,BRA,2012,70-74,603.01685
Brazil,BRA,2013,70-74,607.7117
Brazil,BRA,2014,70-74,612.48627
Brazil,BRA,2015,70-74,599.843
Brazil,BRA,2016,70-74,596.5559
Brazil,BRA,2017,70-74,600.0237
Brazil,BRA,2018,70-74,596.22723
Brazil,BRA,2019,70-74,578.38727
Brazil,BRA,2020,70-74,554.4485
Brunei,BRN,1996,70-74,466.63556
Brunei,BRN,1997,70-74,1085.8835
Brunei,BRN,1998,70-74,862.9989
Brunei,BRN,1999,70-74,949.5549
Brunei,BRN,2000,70-74,1949.6855
Brunei,BRN,2001,70-74,983.2036
Brunei,BRN,2002,70-74,880.0
Brunei,BRN,2003,70-74,913.04346
Brunei,BRN,2004,70-74,1000.0
Brunei,BRN,2005,70-74,866.6667
Brunei,BRN,2006,70-74,969.69696
Brunei,BRN,2007,70-74,742.8041
Brunei,BRN,2008,70-74,600.6865
Brunei,BRN,2009,70-74,726.1969
Brunei,BRN,2010,70-74,1128.2051
Brunei,BRN,2011,70-74,690.4762
Brunei,BRN,2012,70-74,522.7273
Brunei,BRN,2013,70-74,982.9281
Brunei,BRN,2014,70-74,786.60236
Brunei,BRN,2015,70-74,1018.4287
Brunei,BRN,2016,70-74,678.32916
Brunei,BRN,2017,70-74,812.5
Brunei,BRN,2018,70-74,723.40424
Brunei,BRN,2019,70-74,694.9394
Bulgaria,BGR,1964,70-74,894.2757
Bulgaria,BGR,1965,70-74,844.8661
Bulgaria,BGR,1966,70-74,818.2306
Bulgaria,BGR,1967,70-74,812.0263
Bulgaria,BGR,1968,70-74,831.34827
Bulgaria,BGR,1969,70-74,784.0805
Bulgaria,BGR,1970,70-74,761.8007
Bulgaria,BGR,1971,70-74,759.1119
Bulgaria,BGR,1972,70-74,783.40826
Bulgaria,BGR,1973,70-74,755.2145
Bulgaria,BGR,1974,70-74,754.03076
Bulgaria,BGR,1975,70-74,708.5714
Bulgaria,BGR,1976,70-74,702.84326
Bulgaria,BGR,1977,70-74,713.04346
Bulgaria,BGR,1978,70-74,719.7243
Bulgaria,BGR,1979,70-74,718.72974
Bulgaria,BGR,1980,70-74,666.98505
Bulgaria,BGR,1981,70-74,725.4408
Bulgaria,BGR,1982,70-74,724.6287
Bulgaria,BGR,1983,70-74,711.04816
Bulgaria,BGR,1984,70-74,688.4264
Bulgaria,BGR,1985,70-74,685.1026
Bulgaria,BGR,1986,70-74,672.8138
Bulgaria,BGR,1987,70-74,723.12115
Bulgaria,BGR,1988,70-74,705.97546
Bulgaria,BGR,1989,70-74,707.6167
Bulgaria,BGR,1990,70-74,681.89166
Bulgaria,BGR,1991,70-74,682.9091
Bulgaria,BGR,1992,70-74,690.01917
Bulgaria,BGR,1993,70-74,702.8169
Bulgaria,BGR,1994,70-74,729.9843
Bulgaria,BGR,1995,70-74,702.30554
Bulgaria,BGR,1996,70-74,723.80237
Bulgaria,BGR,1997,70-74,680.8564
Bulgaria,BGR,1998,70-74,667.16565
Bulgaria,BGR,1999,70-74,675.5399
Bulgaria,BGR,2000,70-74,662.9304
Bulgaria,BGR,2001,70-74,694.8726
Bulgaria,BGR,2002,70-74,653.4325
Bulgaria,BGR,2003,70-74,664.9305
Bulgaria,BGR,2004,70-74,697.6315
Bulgaria,BGR,2005,70-74,752.5889
Bulgaria,BGR,2006,70-74,740.3707
Bulgaria,BGR,2007,70-74,779.85693
Bulgaria,BGR,2008,70-74,768.92224
Bulgaria,BGR,2009,70-74,717.50726
Bulgaria,BGR,2010,70-74,711.9981
Bulgaria,BGR,2011,70-74,727.69086
Bulgaria,BGR,2012,70-74,771.4564
Bulgaria,BGR,2013,70-74,775.4324
Bulgaria,BGR,2014,70-74,741.7812
Bulgaria,BGR,2015,70-74,725.6562
Bulgaria,BGR,2016,70-74,703.62366
Bulgaria,BGR,2017,70-74,735.27875
Bulgaria,BGR,2018,70-74,740.45184
Bulgaria,BGR,2019,70-74,758.6517
Bulgaria,BGR,2020,70-74,809.9252
Bulgaria,BGR,2021,70-74,760.7174
Canada,CAN,1950,70-74,863.6816
Canada,CAN,1951,70-74,827.8272
Canada,CAN,1952,70-74,837.15247
Canada,CAN,1953,70-74,855.8745
Canada,CAN,1954,70-74,850.53174
Canada,CAN,1955,70-74,887.07404
Canada,CAN,1956,70-74,844.0788
Canada,CAN,1957,70-74,823.23364
Canada,CAN,1958,70-74,853.4415
Canada,CAN,1959,70-74,862.84094
Canada,CAN,1960,70-74,903.06903
Canada,CAN,1961,70-74,891.09894
Canada,CAN,1962,70-74,895.50397
Canada,CAN,1963,70-74,877.8984
Canada,CAN,1964,70-74,892.9716
Canada,CAN,1965,70-74,890.52167
Canada,CAN,1966,70-74,870.0843
Canada,CAN,1967,70-74,907.43304
Canada,CAN,1968,70-74,874.88586
Canada,CAN,1969,70-74,891.5744
Canada,CAN,1970,70-74,933.3184
Canada,CAN,1971,70-74,913.51825
Canada,CAN,1972,70-74,943.0756
Canada,CAN,1973,70-74,935.9636
Canada,CAN,1974,70-74,968.0383
Canada,CAN,1975,70-74,958.59937
Canada,CAN,1976,70-74,973.64905
Canada,CAN,1977,70-74,967.3736
Canada,CAN,1978,70-74,950.8772
Canada,CAN,1979,70-74,959.59766
Canada,CAN,1980,70-74,955.75366
Canada,CAN,1981,70-74,959.5832
Canada,CAN,1982,70-74,1050.4012
Canada,CAN,1983,70-74,980.8908
Canada,CAN,1984,70-74,1004.53644
Canada,CAN,1985,70-74,1014.1038
Canada,CAN,1986,70-74,1002.84436
Canada,CAN,1987,70-74,1013.1772
Canada,CAN,1988,70-74,1063.7002
Canada,CAN,1989,70-74,1034.019
Canada,CAN,1990,70-74,1040.5734
Canada,CAN,1991,70-74,1009.3685
Canada,CAN,1992,70-74,1001.8267
Canada,CAN,1993,70-74,1026.3387
Canada,CAN,1994,70-74,991.1681
Canada,CAN,1995,70-74,1002.1683
Canada,CAN,1996,70-74,1011.99713
Canada,CAN,1997,70-74,974.6407
Canada,CAN,1998,70-74,993.8373
Canada,CAN,1999,70-74,985.4249
Canada,CAN,2000,70-74,997.2623
Canada,CAN,2001,70-74,973.09015
Canada,CAN,2002,70-74,952.69324
Canada,CAN,2003,70-74,955.66016
Canada,CAN,2004,70-74,945.15137
Canada,CAN,2005,70-74,934.66187
Canada,CAN,2006,70-74,895.2266
Canada,CAN,2007,70-74,914.7983
Canada,CAN,2008,70-74,887.5776
Canada,CAN,2009,70-74,867.1916
Canada,CAN,2010,70-74,850.60297
Canada,CAN,2011,70-74,836.2458
Canada,CAN,2012,70-74,825.6355
Canada,CAN,2013,70-74,827.9193
Canada,CAN,2014,70-74,818.7193
Canada,CAN,2015,70-74,778.5104
Canada,CAN,2016,70-74,758.96655
Canada,CAN,2017,70-74,749.1808
Canada,CAN,2018,70-74,717.32294
Canada,CAN,2019,70-74,704.25977
Canada,CAN,2020,70-74,685.0534
Canada,CAN,2021,70-74,689.2388
Canada,CAN,2022,70-74,657.3109
Cape Verde,CPV,1980,70-74,
Cape Verde,CPV,2011,70-74,579.8629
Chile,CHL,1955,70-74,1007.6923
Chile,CHL,1956,70-74,988.75
Chile,CHL,1957,70-74,971.95123
Chile,CHL,1958,70-74,938.0952
Chile,CHL,1959,70-74,1087.2094
Chile,CHL,1960,70-74,1085.9106
Chile,CHL,1961,70-74,1052.2222
Chile,CHL,1962,70-74,1045.6522
Chile,CHL,1963,70-74,1084.9257
Chile,CHL,1964,70-74,1116.7356
Chile,CHL,1965,70-74,1096.3618
Chile,CHL,1966,70-74,1102.7858
Chile,CHL,1967,70-74,1176.6918
Chile,CHL,1968,70-74,1161.6438
Chile,CHL,1969,70-74,1072.6016
Chile,CHL,1970,70-74,1091.2106
Chile,CHL,1971,70-74,1118.714
Chile,CHL,1972,70-74,1175.7085
Chile,CHL,1973,70-74,1225.6779
Chile,CHL,1974,70-74,1103.078
Chile,CHL,1975,70-74,1079.2858
Chile,CHL,1976,70-74,1062.1428
Chile,CHL,1977,70-74,1000.0
Chile,CHL,1978,70-74,950.9434
Chile,CHL,1979,70-74,939.4484
Chile,CHL,1980,70-74,953.1792
Chile,CHL,1981,70-74,973.44635
Chile,CHL,1982,70-74,945.6044
Chile,CHL,1983,70-74,1024.3984
Chile,CHL,1984,70-74,937.6651
Chile,CHL,1985,70-74,1005.2165
Chile,CHL,1986,70-74,947.4768
Chile,CHL,1987,70-74,968.3576
Chile,CHL,1988,70-74,944.92755
Chile,CHL,1989,70-74,967.4528
Chile,CHL,1990,70-74,927.18896
Chile,CHL,1991,70-74,895.98944
Chile,CHL,1992,70-74,941.8804
Chile,CHL,1993,70-74,879.20874
Chile,CHL,1994,70-74,906.9291
Chile,CHL,1995,70-74,910.27954
Chile,CHL,1996,70-74,848.43036
Chile,CHL,1997,70-74,833.8186
Chile,CHL,1998,70-74,831.69666
Chile,CHL,1999,70-74,816.1516
Chile,CHL,2000,70-74,811.20966
Chile,CHL,2001,70-74,800.9021
Chile,CHL,2002,70-74,862.43756
Chile,CHL,2003,70-74,812.9765
Chile,CHL,2004,70-74,819.394
Chile,CHL,2005,70-74,833.8808
Chile,CHL,2006,70-74,790.933
Chile,CHL,2007,70-74,746.0462
Chile,CHL,2008,70-74,759.7135
Chile,CHL,2009,70-74,786.6439
Chile,CHL,2010,70-74,797.7444
Chile,CHL,2011,70-74,786.5721
Chile,CHL,2012,70-74,821.42706
Chile,CHL,2013,70-74,811.129
Chile,CHL,2014,70-74,800.9098
Chile,CHL,2015,70-74,780.63965
Chile,CHL,2016,70-74,754.1716
Chile,CHL,2017,70-74,742.5947
Chile,CHL,2018,70-74,731.6438
Chile,CHL,2019,70-74,712.21576
Chile,CHL,2020,70-74,678.3061
Chile,CHL,2021,70-74,669.4871
Colombia,COL,1953,70-74,445.9654
Colombia,COL,1954,70-74,442.44662
Colombia,COL,1955,70-74,424.2685
Colombia,COL,1956,70-74,487.88928
Colombia,COL,1957,70-74,469.95886
Colombia,COL,1958,70-74,506.08273
Colombia,COL,1959,70-74,497.25058
Colombia,COL,1960,70-74,579.14764
Colombia,COL,1961,70-74,499.63098
Colombia,COL,1962,70-74,644.7463
Colombia,COL,1963,70-74,624.3936
Colombia,COL,1964,70-74,568.45636
Colombia,COL,1965,70-74,553.455
Colombia,COL,1966,70-74,569.7897
Colombia,COL,1967,70-74,574.17755
Colombia,COL,1968,70-74,581.6203
Colombia,COL,1969,70-74,586.8158
Colombia,COL,1972,70-74,737.9534
Colombia,COL,1974,70-74,685.8175
Colombia,COL,1975,70-74,642.07056
Colombia,COL,1976,70-74,594.00824
Colombia,COL,1977,70-74,607.44116
Colombia,COL,1984,70-74,689.612
Colombia,COL,1985,70-74,718.8361
Colombia,COL,1986,70-74,671.26575
Colombia,COL,1987,70-74,686.4136
Colombia,COL,1988,70-74,667.3381
Colombia,COL,1989,70-74,664.9079
Colombia,COL,1990,70-74,693.09436
Colombia,COL,1991,70-74,685.566
Colombia,COL,1992,70-74,671.8515
Colombia,COL,1993,70-74,681.128
Colombia,COL,1994,70-74,651.95166
Colombia,COL,1995,70-74,638.0933
Colombia,COL,1996,70-74,620.8269
Colombia,COL,1997,70-74,628.5814
Colombia,COL,1998,70-74,611.0795
Colombia,COL,1999,70-74,640.4206
Colombia,COL,2000,70-74,643.5377
Colombia,COL,2001,70-74,653.0317
Colombia,COL,2002,70-74,665.86285
Colombia,COL,2003,70-74,637.14655
Colombia,COL,2004,70-74,620.85626
Colombia,COL,2005,70-74,593.4836
Colombia,COL,2006,70-74,582.7181
Colombia,COL,2007,70-74,597.18384
Colombia,COL,2008,70-74,565.3442
Colombia,COL,2009,70-74,556.6211
Colombia,COL,2010,70-74,559.40247
Colombia,COL,2011,70-74,516.7167
Colombia,COL,2012,70-74,527.59796
Colombia,COL,2013,70-74,532.92535
Colombia,COL,2014,70-74,547.20184
Colombia,COL,2015,70-74,527.0932
Colombia,COL,2016,70-74,520.9992
Colombia,COL,2017,70-74,516.874
Colombia,COL,2018,70-74,511.99136
Colombia,COL,2019,70-74,504.6855
Colombia,COL,2020,70-74,479.01883
Colombia,COL,2021,70-74,484.80505
Costa Rica,CRI,1961,70-74,972.2222
Costa Rica,CRI,1962,70-74,910.7143
Costa Rica,CRI,1963,70-74,1094.8276
Costa Rica,CRI,1964,70-74,1100.0
Costa Rica,CRI,1965,70-74,943.5484
Costa Rica,CRI,1966,70-74,1217.0543
Costa Rica,CRI,1967,70-74,1014.92535
Costa Rica,CRI,1968,70-74,1028.9855
Costa Rica,CRI,1969,70-74,736.1111
Costa Rica,CRI,1970,70-74,906.0403
Costa Rica,CRI,1971,70-74,967.9487
Costa Rica,CRI,1972,70-74,1229.8137
Costa Rica,CRI,1973,70-74,752.4752
Costa Rica,CRI,1974,70-74,879.8077
Costa Rica,CRI,1975,70-74,777.7778
Costa Rica,CRI,1976,70-74,825.4717
Costa Rica,CRI,1977,70-74,966.1836
Costa Rica,CRI,1978,70-74,807.5117
Costa Rica,CRI,1979,70-74,786.0465
Costa Rica,CRI,1980,70-74,1090.909
Costa Rica,CRI,1981,70-74,954.5455
Costa Rica,CRI,1982,70-74,1136.3636
Costa Rica,CRI,1983,70-74,779.1045
Costa Rica,CRI,1984,70-74,1034.6154
Costa Rica,CRI,1985,70-74,1060.7142
Costa Rica,CRI,1986,70-74,1010.45294
Costa Rica,CRI,1987,70-74,1019.93353
Costa Rica,CRI,1988,70-74,964.4013
Costa Rica,CRI,1989,70-74,871.4286
Costa Rica,CRI,1990,70-74,811.1111
Costa Rica,CRI,1991,70-74,810.5263
Costa Rica,CRI,1992,70-74,831.23425
Costa Rica,CRI,1993,70-74,798.5437
Costa Rica,CRI,1994,70-74,722.6107
Costa Rica,CRI,1995,70-74,796.09546
Costa Rica,CRI,1996,70-74,754.75476
Costa Rica,CRI,1997,70-74,677.0158
Costa Rica,CRI,1998,70-74,744.8316
Costa Rica,CRI,1999,70-74,761.3333
Costa Rica,CRI,2000,70-74,689.10547
Costa Rica,CRI,2001,70-74,731.8557
Costa Rica,CRI,2002,70-74,609.5297
Costa Rica,CRI,2003,70-74,702.4466
Costa Rica,CRI,2004,70-74,602.57465
Costa Rica,CRI,2005,70-74,581.18567
Costa Rica,CRI,2006,70-74,559.699
Costa Rica,CRI,2007,70-74,514.4869
Costa Rica,CRI,2008,70-74,483.57098
Costa Rica,CRI,2009,70-74,518.5238
Costa Rica,CRI,2010,70-74,555.8739
Costa Rica,CRI,2011,70-74,585.6191
Costa Rica,CRI,2012,70-74,528.118
Costa Rica,CRI,2013,70-74,561.43695
Costa Rica,CRI,2014,70-74,525.16626
Costa Rica,CRI,2015,70-74,529.4601
Costa Rica,CRI,2016,70-74,498.44907
Costa Rica,CRI,2017,70-74,498.08463
Costa Rica,CRI,2018,70-74,517.9118
Costa Rica,CRI,2019,70-74,574.9471
Costa Rica,CRI,2020,70-74,517.16675
Croatia,HRV,1985,70-74,913.20294
Croatia,HRV,1986,70-74,876.4348
Croatia,HRV,1987,70-74,1056.5338
Croatia,HRV,1988,70-74,1001.84503
Croatia,HRV,1989,70-74,1013.9442
Croatia,HRV,1990,70-74,954.8387
Croatia,HRV,1991,70-74,969.2913
Croatia,HRV,1992,70-74,1121.2599
Croatia,HRV,1993,70-74,1237.3817
Croatia,HRV,1994,70-74,1294.9526
Croatia,HRV,1995,70-74,1258.832
Croatia,HRV,1996,70-74,1421.9799
Croatia,HRV,1997,70-74,1487.6238
Croatia,HRV,1998,70-74,1634.5348
Croatia,HRV,1999,70-74,1723.3691
Croatia,HRV,2000,70-74,1827.4979
Croatia,HRV,2001,70-74,1061.3827
Croatia,HRV,2002,70-74,1090.3074
Croatia,HRV,2003,70-74,1100.6929
Croatia,HRV,2004,70-74,1093.8363
Croatia,HRV,2005,70-74,1078.998
Croatia,HRV,2006,70-74,1070.6755
Croatia,HRV,2007,70-74,1012.5405
Croatia,HRV,2008,70-74,1057.067
Croatia,HRV,2009,70-74,1067.2627
Croatia,HRV,2010,70-74,1061.2794
Croatia,HRV,2011,70-74,1019.5585
Croatia,HRV,2012,70-74,1011.9811
Croatia,HRV,2013,70-74,1031.2449
Croatia,HRV,2014,70-74,1002.1126
Croatia,HRV,2015,70-74,1026.042
Croatia,HRV,2016,70-74,1066.1316
Croatia,HRV,2017,70-74,1020.0944
Croatia,HRV,2018,70-74,965.4697
Croatia,HRV,2019,70-74,981.7851
Croatia,HRV,2020,70-74,1000.6545
Croatia,HRV,2021,70-74,997.35144
Cuba,CUB,1964,70-74,937.7268
Cuba,CUB,1968,70-74,715.2958
Cuba,CUB,1969,70-74,641.0999
Cuba,CUB,1970,70-74,956.6667
Cuba,CUB,1971,70-74,1133.4792
Cuba,CUB,1972,70-74,898.62805
Cuba,CUB,1973,70-74,857.50476
Cuba,CUB,1974,70-74,814.95844
Cuba,CUB,1975,70-74,781.3456
Cuba,CUB,1976,70-74,1108.0
Cuba,CUB,1977,70-74,1161.1842
Cuba,CUB,1978,70-74,1072.9032
Cuba,CUB,1979,70-74,850.4902
Cuba,CUB,1980,70-74,825.0
Cuba,CUB,1981,70-74,869.1177
Cuba,CUB,1982,70-74,856.10114
Cuba,CUB,1983,70-74,881.1357
Cuba,CUB,1984,70-74,860.16187
Cuba,CUB,1985,70-74,807.1429
Cuba,CUB,1986,70-74,808.20105
Cuba,CUB,1987,70-74,738.90234
Cuba,CUB,1988,70-74,796.57294
Cuba,CUB,1989,70-74,746.03174
Cuba,CUB,1990,70-74,753.1496
Cuba,CUB,1991,70-74,777.0624
Cuba,CUB,1992,70-74,806.21423
Cuba,CUB,1993,70-74,810.6533
Cuba,CUB,1994,70-74,839.91595
Cuba,CUB,1995,70-74,787.0564
Cuba,CUB,1996,70-74,822.95483
Cuba,CUB,1997,70-74,759.3612
Cuba,CUB,1998,70-74,755.7879
Cuba,CUB,1999,70-74,814.08997
Cuba,CUB,2000,70-74,787.67285
Cuba,CUB,2001,70-74,804.8713
Cuba,CUB,2002,70-74,816.65393
Cuba,CUB,2003,70-74,841.1757
Cuba,CUB,2004,70-74,822.78827
Cuba,CUB,2005,70-74,846.52545
Cuba,CUB,2006,70-74,851.82697
Cuba,CUB,2007,70-74,806.6163
Cuba,CUB,2008,70-74,846.33405
Cuba,CUB,2009,70-74,788.1145
Cuba,CUB,2010,70-74,866.5201
Cuba,CUB,2011,70-74,836.605
Cuba,CUB,2012,70-74,808.6507
Cuba,CUB,2013,70-74,814.7045
Cuba,CUB,2014,70-74,836.8692
Cuba,CUB,2015,70-74,818.52625
Cuba,CUB,2016,70-74,816.1325
Cuba,CUB,2017,70-74,867.409
Cuba,CUB,2018,70-74,862.3138
Cuba,CUB,2019,70-74,846.8501
Cuba,CUB,2020,70-74,884.8237
Cuba,CUB,2021,70-74,862.8474
Cyprus,CYP,1999,70-74,244.99796
Cyprus,CYP,2000,70-74,229.66658
Cyprus,CYP,2004,70-74,618.0631
Cyprus,CYP,2005,70-74,663.4063
Cyprus,CYP,2006,70-74,602.0845
Cyprus,CYP,2007,70-74,676.4919
Cyprus,CYP,2008,70-74,641.7195
Cyprus,CYP,2009,70-74,601.7203
Cyprus,CYP,2010,70-74,629.5502
Cyprus,CYP,2011,70-74,567.6901
Cyprus,CYP,2012,70-74,611.71277
Cyprus,CYP,2013,70-74,633.6387
Cyprus,CYP,2014,70-74,539.08356
Cyprus,CYP,2015,70-74,591.54663
Cyprus,CYP,2016,70-74,611.02924
Cyprus,CYP,2017,70-74,632.41565
Cyprus,CYP,2018,70-74,637.0646
Cyprus,CYP,2019,70-74,567.17664
Cyprus,CYP,2020,70-74,536.099
Cyprus,CYP,2021,70-74,669.35724
Czechia,CZE,1986,70-74,1354.4156
Czechia,CZE,1987,70-74,1209.3896
Czechia,CZE,1988,70-74,1274.359
Czechia,CZE,1989,70-74,1212.9934
Czechia,CZE,1990,70-74,1247.9806
Czechia,CZE,1991,70-74,1224.1135
Czechia,CZE,1992,70-74,1198.2312
Czechia,CZE,1993,70-74,1228.5333
Czechia,CZE,1994,70-74,1231.3158
Czechia,CZE,1995,70-74,1244.164
Czechia,CZE,1996,70-74,1221.3505
Czechia,CZE,1997,70-74,1229.8823
Czechia,CZE,1998,70-74,1190.1289
Czechia,CZE,1999,70-74,1172.402
Czechia,CZE,2000,70-74,1171.051
Czechia,CZE,2001,70-74,1177.8262
Czechia,CZE,2002,70-74,1189.1123
Czechia,CZE,2003,70-74,1173.4425
Czechia,CZE,2004,70-74,1168.8667
Czechia,CZE,2005,70-74,1127.3473
Czechia,CZE,2006,70-74,1061.3959
Czechia,CZE,2007,70-74,1067.8663
Czechia,CZE,2008,70-74,1044.6874
Czechia,CZE,2009,70-74,1004.1363
Czechia,CZE,2010,70-74,1021.33167
Czechia,CZE,2011,70-74,968.6368
Czechia,CZE,2012,70-74,976.4528
Czechia,CZE,2013,70-74,944.09393
Czechia,CZE,2014,70-74,948.5295
Czechia,CZE,2015,70-74,937.2179
Czechia,CZE,2016,70-74,935.9382
Czechia,CZE,2017,70-74,950.5072
Czechia,CZE,2018,70-74,921.2472
Czechia,CZE,2019,70-74,906.5526
Czechia,CZE,2020,70-74,921.668
Czechia,CZE,2021,70-74,872.36426
Denmark,DNK,1951,70-74,1039.2328
Denmark,DNK,1952,70-74,1036.8151
Denmark,DNK,1953,70-74,1027.8011
Denmark,DNK,1954,70-74,1048.5198
Denmark,DNK,1955,70-74,1022.3107
Denmark,DNK,1956,70-74,993.0178
Denmark,DNK,1957,70-74,1066.2101
Denmark,DNK,1958,70-74,1025.3732
Denmark,DNK,1959,70-74,1045.5883
Denmark,DNK,1960,70-74,1026.909
Denmark,DNK,1961,70-74,1050.8596
Denmark,DNK,1962,70-74,1094.566
Denmark,DNK,1963,70-74,1070.0416
Denmark,DNK,1964,70-74,1061.7368
Denmark,DNK,1965,70-74,1079.9208
Denmark,DNK,1966,70-74,1091.9614
Denmark,DNK,1967,70-74,1004.3915
Denmark,DNK,1968,70-74,971.8654
Denmark,DNK,1969,70-74,1095.2096
Denmark,DNK,1970,70-74,1037.1024
Denmark,DNK,1971,70-74,1088.1494
Denmark,DNK,1972,70-74,1063.6467
Denmark,DNK,1973,70-74,1036.5168
Denmark,DNK,1974,70-74,1040.5035
Denmark,DNK,1975,70-74,1049.2958
Denmark,DNK,1976,70-74,1097.303
Denmark,DNK,1977,70-74,1095.8833
Denmark,DNK,1978,70-74,1109.9744
Denmark,DNK,1979,70-74,1143.0715
Denmark,DNK,1980,70-74,1176.0667
Denmark,DNK,1981,70-74,1131.9478
Denmark,DNK,1982,70-74,1150.2863
Denmark,DNK,1983,70-74,1176.3594
Denmark,DNK,1984,70-74,1186.7612
Denmark,DNK,1985,70-74,1140.5431
Denmark,DNK,1986,70-74,1140.7229
Denmark,DNK,1987,70-74,1175.0366
Denmark,DNK,1988,70-74,1153.7704
Denmark,DNK,1989,70-74,1166.8326
Denmark,DNK,1990,70-74,1208.4563
Denmark,DNK,1991,70-74,1236.3196
Denmark,DNK,1992,70-74,1229.8137
Denmark,DNK,1993,70-74,1227.6849
Denmark,DNK,1994,70-74,1257.805
Denmark,DNK,1995,70-74,1216.6587
Denmark,DNK,1996,70-74,1233.709
Denmark,DNK,1997,70-74,1205.2684
Denmark,DNK,1998,70-74,1195.5757
Denmark,DNK,1999,70-74,1203.8826
Denmark,DNK,2000,70-74,1200.3218
Denmark,DNK,2001,70-74,1179.5482
Denmark,DNK,2002,70-74,1181.0426
Denmark,DNK,2003,70-74,1197.8569
Denmark,DNK,2004,70-74,1181.6676
Denmark,DNK,2005,70-74,1143.1085
Denmark,DNK,2006,70-74,1147.104
Denmark,DNK,2007,70-74,1062.4137
Denmark,DNK,2008,70-74,1078.6445
Denmark,DNK,2009,70-74,992.0922
Denmark,DNK,2010,70-74,1067.1637
Denmark,DNK,2011,70-74,986.10114
Denmark,DNK,2012,70-74,1007.0899
Denmark,DNK,2013,70-74,947.4622
Denmark,DNK,2014,70-74,940.1238
Denmark,DNK,2015,70-74,933.3347
Denmark,DNK,2016,70-74,903.9321
Denmark,DNK,2017,70-74,884.114
Denmark,DNK,2018,70-74,857.0539
Denmark,DNK,2019,70-74,851.80334
Denmark,DNK,2020,70-74,821.2296
Denmark,DNK,2021,70-74,806.4258
Dominican Republic,DOM,1965,70-74,179.98941
Dominican Republic,DOM,1966,70-74,195.19879
Dominican Republic,DOM,1967,70-74,245.80635
Dominican Republic,DOM,1968,70-74,228.3105
Dominican Republic,DOM,1969,70-74,257.73196
Dominican Republic,DOM,1970,70-74,256.79013
Dominican Republic,DOM,1971,70-74,293.26923
Dominican Republic,DOM,1972,70-74,287.38318
Dominican Republic,DOM,1973,70-74,189.1892
Dominican Republic,DOM,1974,70-74,225.38293
Dominican Republic,DOM,1975,70-74,187.23404
Dominican Republic,DOM,1976,70-74,237.00624
Dominican Republic,DOM,1977,70-74,206.0
Dominican Republic,DOM,1978,70-74,217.89883
Dominican Republic,DOM,1979,70-74,225.92592
Dominican Republic,DOM,1980,70-74,231.48148
Dominican Republic,DOM,1981,70-74,318.75
Dominican Republic,DOM,1982,70-74,317.54385
Dominican Republic,DOM,1983,70-74,404.7619
Dominican Republic,DOM,1984,70-74,489.13043
Dominican Republic,DOM,1985,70-74,450.0
Dominican Republic,DOM,1986,70-74,295.4611
Dominican Republic,DOM,1987,70-74,288.18445
Dominican Republic,DOM,1988,70-74,268.8488
Dominican Republic,DOM,1989,70-74,268.34512
Dominican Republic,DOM,1990,70-74,316.4472
Dominican Republic,DOM,1991,70-74,294.163
Dominican Republic,DOM,1992,70-74,290.32574
Dominican Republic,DOM,1994,70-74,234.2738
Dominican Republic,DOM,1995,70-74,257.43213
Dominican Republic,DOM,1996,70-74,289.99918
Dominican Republic,DOM,1997,70-74,335.72424
Dominican Republic,DOM,1998,70-74,366.79498
